○ 경제활동상태(성/시군/연령별) [],,,,,,,,,,,,,,,,,,,,,,,
성별,시군구별,연령별,항목,단위,2015. 1/2,2015. 2/2,2016. 1/2,2016. 2/2,2017. 1/2,2017. 2/2,2018. 1/2,2018. 2/2,2019. 1/2,2019. 2/2,2020. 1/2,2020. 2/2,2021. 1/2,2021. 2/2,2022. 1/2,2022. 2/2,2023. 1/2,2023. 2/2,2024. 1/2
전체,충청남도 서천군,소계,비경제활동인구,명,15368.75755,15128.09574,15670.41804,15792.54009,6273.5583,17672.03163,15563.19756,14982.67678,14195.30326,14481.40597,15625.27161,14970.0048,14625.80399,13893.03723,14818.87362,13793.75783,15686.53501,15205.48251,14518.32604
전체,충청남도 서천군,소계,경제활동참가율,%,68.82025,69.22785,68.03452,67.55398,66.66932,63.23976,67.36884,68.41665,69.75903,68.95988,66.2077,67.31593,67.8312,69.30397,67.14676,69.24461,64.85667,65.82258,67.35456
전체,충청남도 서천군,소계,고용률,%,67.16903,68.20119,67.05337,66.68632,36.62835,62.55641,66.95608,67.77057,68.82025,69.24332,65.81421,67.18477,67.0339,69.1658,66.58211,68.43321,64.44079,65.5833,66.76832
전체,충청남도 서천군,소계,실업률,%,2.39933,1.48302,1.44213,1.28439,1.16502,1.08057,0.61269,0.94434,1.34575,1.36971,0.59434,0.19485,1.17542,0.19937,0.84092,1.17179,0.64123,0.36352,0.87038
전체,충청남도 청양군,소계,15세이상인구,명,28382.44396,28518.33969,28660.14073,28515.4503,28773.26967,28595.00719,28945.35596,28782.3318,28614.05931,28426.57528,28321.97198,27901.21208,27821.63583,27623.74347,27962.13234,27806.35434,27875.05874,27858.30764,27792.31811
전체,충청남도 청양군,소계,경제활동인구,명,20659.55499,20912.29618,20940.13512,20952.51295,20547.5303,20914.01832,21423.33895,21870.22704,21769.62253,22036.02025,21648.98769,21719.88009,21975.46014,21923.72332,21733.26756,21238.21743,20612.06099,20662.20301,20232.36515
전체,충청남도 청양군,소계,취업자,명,20356.77389,20679.10637,20759.89258,20919.0812,10959.48376,20670.41977,21277.0158,21803.01375,21686.9857,21686.9857,21469.11565,21477.33203,21674.41729,21899.30952,21550.0138,21110.72418,20433.95021,20419.16486,20167.22928
전체,충청남도 청양군,소계,실업자,명,302.7811,233.18981,180.24254,33.43175,75.04009,243.59855,146.32315,67.21328,82.63683,82.63683,179.87204,242.54805,301.04285,24.41379,183.253762,127.49325,178.11078,243.03815,65.13587
전체,충청남도 청양군,소계,비경제활동인구,명,7722.88897,7606.04351,7720.00561,7562.93735,2826.43708,7680.98887,7522.01701,6912.10477,6844.43678,6390.55503,6672.98429,6181.33199,5846.17569,5700.02015,6228.864775,6568.1369,7262.99775,7196.10463,7559.95296
전체,충청남도 청양군,소계,경제활동참가율,%,72.78991,73.32929,73.06362,73.47776,71.41187,73.13871,74.01304,75.9849,76.08016,77.51908,76.43884,77.84565,78.98694,79.3655,77.72393,76.37901,73.94446,74.16891,72.79841
전체,충청남도 청양군,소계,고용률,%,71.72312,72.51161,72.43472,73.36052,38.08911,72.28681,73.50753,75.75138,75.79136,76.29124,75.80375,76.97634,77.9049,79.27712,77.06856,75.9205,73.3055,73.2965,72.56404
전체,충청남도 청양군,소계,실업률,%,1.46557,1.11508,0.86075,0.15956,0.3652,1.16476,0.68301,0.30733,0.3796,0.37501,0.83086,1.11671,1.3699,0.11136,0.84319,0.6003,0.86411,1.17625,0.32194
전체,충청남도 홍성군,소계,15세이상인구,명,79919.24621,80889.96794,82793.3174,86412.50693,88078.93776,88653.39768,88820.91888,88892.58608,89320.69372,89425.00864,88991.76296,88833.41015,89016.61355,88930.11046,89026.81167,88858.56982,88216.57403,88423.53434,89880.3895
전체,충청남도 홍성군,소계,경제활동인구,명,53927.27718,55216.80096,55801.16086,59145.62424,59785.67361,57765.95095,58469.42727,56247.66448,57194.63127,58836.69852,55670.59208,58367.22691,58505.20394,59909.17142,58946.13304,61714.24413,61320.65089,59296.14463,61630.22623
전체,충청남도 홍성군,소계,취업자,명,53068.60646,53571.6589,54375.78195,58376.78949,28512.23534,56352.97033,57326.80977,54865.65867,55646.53824,55646.53824,54926.80637,57112.81847,57662.97435,58700.73094,58184.31322,60879.07234,59918.5612,57604.90426,60152.53165
전체,충청남도 홍성군,소계,실업자,명,858.67072,1645.14206,1425.37891,768.83475,673.25892,1412.98062,1142.61749,1382.00581,1548.09304,1548.09304,743.78571,1254.40844,842.22959,1208.44048,761.81982,835.1718,1402.08969,1691.24037,1477.69458
전체,충청남도 홍성군,소계,비경제활동인구,명,25991.96904,25673.16698,26992.15655,27266.8827,8490.02721,30887.44674,30351.49162,32644.9216,32126.06245,30588.31013,33321.17088,30466.18324,30511.40961,29020.93904,30080.67863,27144.32569,26895.92314,29127.38971,28250.16327
전체,충청남도 홍성군,소계,경제활동참가율,%,67.47721,68.26162,67.39815,68.44568,67.87738,65.15932,65.82844,63.27599,64.0329,65.79446,62.55702,65.70414,65.72392,67.36658,66.21166,69.45221,69.51149,67.05923,68.56916
전체,충청남도 홍성군,소계,고용률,%,66.40279,66.22782,65.67653,67.55595,32.37123,63.56549,64.54201,61.7213,62.29972,62.22704,61.72123,64.29205,64.77777,66.00771,65.35594,68.51233,67.92211,65.14658,66.92509
전체,충청남도 홍성군,소계,실업률,%,1.59228,2.97942,2.55439,1.2999,1.12612,2.44604,1.95421,2.457,2.70671,2.63117,1.33605,2.14917,1.43958,2.01712,1.2924,1.35329,2.28649,2.85219,2.39768
전체,충청남도 예산군,소계,15세이상인구,명,72919.65327,72819.38057,72498.42244,71422.93091,71018.05068,70805.70707,70858.42765,71078.91861,70801.9108,70898.83394,70340.97434,69844.91019,69540.69687,69086.3763,68967.63426,69493.39116,70848.05672,71502.99352,71079.88279
전체,충청남도 예산군,소계,경제활동인구,명,48033.8616,48254.49691,46979.40275,47164.98764,45319.12443,45593.68633,47669.82137,48199.8951,46527.53418,46573.9876,46091.12714,46383.22104,45868.34049,47504.58672,47488.04414,49115.89334,50951.52108,52765.03898,52007.97893
전체,충청남도 예산군,소계,취업자,명,47002.72896,47487.18936,46251.61089,46570.24045,26596.93605,44625.16951,46630.49079,47446.91201,45730.91164,45730.91164,45471.6832,45719.02003,44867.22377,46771.55116,46572.95508,48420.28256,49710.21105,51859.53383,51264.80739
전체,충청남도 예산군,소계,실업자,명,1031.13264,767.30756,727.79187,594.74719,472.70299,968.51682,1039.33058,752.98309,796.62254,796.62254,619.44393,664.20101,1001.11672,733.03557,915.089056,695.61079,1241.31003,905.50515,743.17155
전체,충청남도 예산군,소계,비경제활동인구,명,24885.79167,24564.88366,25519.01969,24257.94327,9035.49796,25212.02074,23188.60628,22879.02351,24274.37662,24324.84634,24249.8472,23461.68915,23672.35638,21581.78958,21479.59012,20377.49782,19896.53564,18737.95454,19071.90386
전체,충청남도 예산군,소계,경제활동참가율,%,65.87231,66.26601,64.80059,66.0362,63.81353,64.39267,67.27474,67.8118,65.71508,65.69077,65.52529,66.40888,65.95899,68.76115,68.85555,70.67707,71.91661,73.79417,73.16835
전체,충청남도 예산군,소계,고용률,%,64.45825,65.2123,63.79671,65.20349,37.45095,63.02482,65.80797,66.75244,64.58994,64.50164,64.64466,65.45791,64.51938,67.70011,67.52871,69.6761,70.16454,72.52778,72.12281
전체,충청남도 예산군,소계,실업률,%,2.14668,1.59013,1.54917,1.26099,1.04305,2.12423,2.18027,1.56221,1.71215,1.71045,1.34395,1.43199,2.18259,1.54308,1.92699,1.41626,2.43626,1.71611,1.42896
전체,충청남도 태안군,소계,15세이상인구,명,51924.63337,52733.4249,52979.66087,53932.60272,54076.94326,54462.49102,54380.84695,54336.16941,54030.02146,54325.38,53878.76932,53972.08181,53579.0355,53940.64649,53815.7193,54174.5649,53983.99342,54252.962,53995.29976
전체,충청남도 태안군,소계,경제활동인구,명,38963.6685,39498.18845,39865.39567,40221.27114,40697.92412,40793.54852,38922.49778,40264.42297,39536.60133,40051.0028,38816.31556,39433.18095,38116.63808,38833.41649,38830.02197,39016.36238,39472.74826,39446.54334,40151.67644
전체,충청남도 태안군,소계,취업자,명,38551.04169,39088.28511,39405.27406,39294.86155,20487.30897,40250.77089,38304.90385,39873.77416,39040.32166,39040.32166,38367.0757,39320.22313,37920.7867,38791.46995,38586.5601,38648.34415,39149.94435,39264.63085,39748.09125
전체,충청남도 태안군,소계,실업자,명,412.62681,409.90334,460.1216,926.40959,277.74942,542.77764,617.59393,390.64882,496.27967,496.27967,449.23985,112.95782,195.85137,41.94654,243.461873,368.01822,322.80391,181.91248,403.58519
전체,충청남도 태안군,소계,비경제활동인구,명,12960.96487,13235.23645,13114.26521,13711.33158,4656.80195,13668.9425,15458.34918,14071.74643,14493.42013,14274.37719,15062.45376,14538.90086,15462.39743,15107.23001,14985.69733,15158.20253,14511.24516,14806.41867,13843.62332
전체,충청남도 태안군,소계,경제활동참가율,%,75.03889,74.90162,75.2466,74.57691,75.25929,74.9021,71.57391,74.10243,73.17525,73.72429,72.04381,73.06218,71.14096,71.99286,72.15368,72.01971,73.11936,72.70855,74.36143
전체,충청남도 태안군,소계,고용률,%,74.24423,74.12431,74.37812,72.8592,37.88548,73.90549,70.43823,73.38348,72.25672,71.86387,71.21001,72.85289,70.77542,71.9151,71.70128,71.34039,72.52139,72.37325,73.61398
전체,충청남도 태안군,소계,실업률,%,1.059,1.03778,1.15419,2.30328,0.68247,1.33055,1.58673,0.97021,1.25524,1.23912,1.15735,0.28645,0.51382,0.10802,0.62699,0.94324,0.81779,0.46116,1.00515
전체,전북특별자치도 전주시,소계,15세이상인구,명,547363.707,550778.2786,553293.6078,553436.7256,554132.7873,555197.0126,557005.6191,559094.9252,561757.3697,563498.1127,566192.5958,568326.479,572950.7048,575231.8187,576622.7409,576103.6549,573856.494,570434.8754,569926.6822
전체,전북특별자치도 전주시,소계,경제활동인구,명,308488.678,306200.032,307913.0372,308730.306,308639.1792,309556.424,311537.5682,317823.235,334167.9531,336198.3219,332446.7976,340302.7358,341615.5104,356769.9088,355228.6121,352488.8795,347919.6898,352187.0489,358046.5236
전체,전북특별자치도 전주시,소계,취업자,명,299548.6657,296686.8195,299112.0151,298389.0197,173350.9644,300968.8599,300878.8109,312170.3088,325096.9372,325096.9372,322878.884,329438.5444,331718.7851,345801.7934,345565.6191,343313.2991,336433.5442,343017.1869,349125.5732
전체,전북특별자치도 전주시,소계,실업자,명,8940.01232,9513.21247,8801.02213,10341.28635,2769.19876,8587.56405,10658.75733,5652.92618,9071.01598,9071.01598,9567.91355,10864.19141,9896.72523,10968.11542,9662.992981,9175.5804,11486.14565,9169.86203,8920.95046
전체,전북특별자치도 전주시,소계,비경제활동인구,명,238875.029,244578.2466,245380.5705,244706.4196,77972.39882,245640.5887,245468.0509,241271.6902,227589.4165,227299.7908,233745.7983,228023.7432,231335.1944,218461.9099,221394.1288,223614.7753,225936.8042,218247.8265,211880.1586
전체,전북특별자치도 전주시,소계,경제활동참가율,%,56.35899,55.59406,55.65093,55.78421,55.69769,55.75614,55.93078,56.84602,59.48617,59.66272,58.7162,59.87804,59.62389,62.02194,61.60503,61.18498,60.62834,61.7401,62.82326
전체,전북특별자치도 전주시,소계,고용률,%,54.72571,53.86683,54.06027,53.91565,31.28329,54.20938,54.01719,55.83494,57.87141,57.69264,57.02633,57.96643,57.89657,60.11521,59.92924,59.59228,58.62677,60.13258,61.25798
전체,전북특별자치도 전주시,소계,실업률,%,2.898,3.10686,2.85828,3.34962,0.89723,2.77415,3.42134,1.77864,2.71451,2.69811,2.87803,3.19251,2.89704,3.07428,2.72022,2.60308,3.30138,2.60369,2.49156
전체,전북특별자치도 군산시,소계,15세이상인구,명,230412.4313,231470.424,232455.0658,233866.5225,233096.3504,232747.1485,231997.5755,232022.9177,232154.9652,231873.3446,230817.452,230515.8086,231300.8683,231757.296,232269.0063,231852.5142,231486.3189,231353.789,231803.693
전체,전북특별자치도 군산시,소계,경제활동인구,명,127962.7196,129221.2787,130340.8277,130977.3265,132580.5058,125577.7703,128476.5757,127236.8377,130973.4747,131840.3876,125499.9706,132203.3894,132043.184,132779.3486,130168.9399,133723.9502,134606.5623,138929.0922,136642.1871
전체,전북특별자치도 군산시,소계,취업자,명,127107.1039,127969.4706,128407.9798,128924.3788,78014.18059,122451.0192,123170.5407,123200.8126,126381.585,126381.585,122418.9492,127759.4277,128225.1514,130058.2565,128414.2075,131238.9874,132907.6707,136037.7815,134688.1704
전체,전북특별자치도 군산시,소계,실업자,명,855.61576,1251.80805,1932.84798,2052.94768,1653.05357,3126.75114,5306.03503,4036.02506,4591.88975,4591.88975,3081.02146,4443.96175,3818.03253,2721.09208,1754.732381,2484.96273,1698.89158,2891.31067,1954.01677
전체,전북특별자치도 군산시,소계,비경제활동인구,명,102449.7117,102249.1453,102114.2381,102889.1961,33704.79084,107169.3782,103520.9998,104786.08,101181.4905,100032.957,105317.4814,98312.41918,99257.68435,98977.9474,102100.0664,98128.56406,96879.75664,92424.6968,95161.50582
전체,전북특별자치도 군산시,소계,경제활동참가율,%,55.53638,55.82626,56.07141,56.00516,56.87798,53.95459,55.37841,54.83805,56.4164,56.85879,54.37196,57.35112,57.0872,57.29241,56.04232,57.6763,58.14882,60.05049,58.94737
전체,전북특별자치도 군산시,소계,고용률,%,55.16504,55.28545,55.23991,55.12733,33.46864,52.61118,53.09131,53.09855,54.43846,54.50458,53.03713,55.42328,55.43652,56.1183,55.28685,56.60451,57.41491,58.80076,58.10441
전체,전북특별자치도 군산시,소계,실업률,%,0.66864,0.96873,1.48292,1.56741,1.24683,2.48989,4.12996,3.17206,3.50597,3.48292,2.455,3.36146,2.8915,2.04933,1.34804,1.85828,1.26212,2.08114,1.43002
전체,전북특별자치도 익산시,소계,15세이상인구,명,256707.4481,256945.9652,257179.5145,257330.4005,259078.6552,259039.4638,257758.3851,256018.6389,253856.2798,252276.1789,249764.1638,248172.056,247455.1752,247476.8,247061.0467,245592.2692,244969.7925,243566.5198,242886.9345
전체,전북특별자치도 익산시,소계,경제활동인구,명,141049.7419,140465.8097,142503.015,143041.0635,144931.5835,137721.0721,138605.0207,144413.3025,144627.8386,142438.7489,141388.5391,145778.4274,143111.921,145868.757,144827.3253,149046.5697,150366.285,151741.4069,150486.3593
전체,전북특별자치도 익산시,소계,취업자,명,139067.0902,139568.451,140693.695,140759.2456,81231.79844,134983.8448,135907.4471,142071.0522,139677.4646,139677.4646,139113.0673,141354.8018,139068.1062,144369.074,141750.4979,145595.2742,146519.3083,148471.5274,147984.127
전체,전북특별자치도 익산시,소계,실업자,명,1982.65172,897.35873,1809.31995,2281.81791,254.68383,2737.22729,2697.57361,2342.2503,4950.37397,4950.37397,2275.47179,4423.62558,4043.81475,1499.68296,3076.827319,3451.29547,3846.97674,3269.87946,2502.23235
전체,전북특별자치도 익산시,소계,비경제활동인구,명,115657.7062,116480.1555,114676.4995,114289.337,42512.25673,121318.3917,119153.3644,111605.3364,109228.4413,109837.43,108375.6247,102393.6286,104343.2542,101608.0431,102233.7214,96545.69951,94603.50748,91825.11298,92400.5752
전체,전북특별자치도 익산시,소계,경제활동참가율,%,54.94571,54.66745,55.40994,55.58654,55.94115,53.16606,53.77323,56.40734,56.97233,56.46143,56.60882,58.74087,57.83347,58.9424,58.62006,60.68862,61.38156,62.29978,61.95737
전체,전북특별자치도 익산시,소계,고용률,%,54.17338,54.31821,54.70642,54.69981,31.35411,52.10937,52.72668,55.49246,55.02226,55.36689,55.69777,56.95839,56.19931,58.33641,57.37469,59.28333,59.81117,60.95728,60.92717
전체,전북특별자치도 익산시,소계,실업률,%,1.40564,0.63884,1.26967,1.59522,0.17573,1.98752,1.94623,1.62191,3.42284,3.47544,1.60937,3.03449,2.82563,1.0281,2.12448,2.31558,2.5584,2.1549,1.66276
전체,전북특별자치도 정읍시,소계,15세이상인구,명,95919.92824,95890.44274,95730.57698,95878.33206,95341.53586,95437.91846,94970.08689,94689.82048,94396.78959,93859.78302,93315.62699,92565.19702,92159.81413,91800.23642,91560.34061,91238.38596,90802.05912,90662.77348,90070.12412
전체,전북특별자치도 정읍시,소계,경제활동인구,명,59520.46823,58511.68869,57925.49974,58499.31952,58248.61988,55790.5569,56683.64079,57432.22472,55572.16061,57511.24082,57054.84883,57181.08499,59993.72439,59349.63839,60108.41735,60727.12721,60587.11597,61607.17349,61251.73285
전체,전북특별자치도 정읍시,소계,취업자,명,58236.673,58158.32245,56677.10317,57746.18091,32463.16445,54602.27656,55669.06508,56884.96415,55108.85059,55108.85059,56521.06795,56694.966,59460.7048,58886.20655,59419.22951,60017.68476,59694.41763,60809.36561,60035.66428
전체,전북특별자치도 정읍시,소계,실업자,명,1283.79523,353.36625,1248.39657,753.13861,603.06613,1188.28034,1014.57571,547.26057,463.31002,463.31002,533.78088,486.11899,533.01959,463.43184,689.187841,709.44244,892.69834,797.80788,1216.06857
전체,전북특별자치도 정읍시,소계,비경제활동인구,명,36399.46001,37378.75405,37805.07724,37379.01254,13004.08995,39647.36156,38286.44609,37257.59577,38824.62898,36348.5422,36260.77816,35384.11202,32166.08973,32450.59803,31451.92326,30511.25876,30214.94315,29055.59999,28818.39127
전체,전북특별자치도 정읍시,소계,경제활동참가율,%,62.05224,61.01931,60.50888,61.01412,61.09469,58.45743,59.68578,60.65301,58.87082,61.27357,61.14179,61.77385,65.09749,64.65086,65.64897,66.55875,66.72439,67.95201,68.00449
전체,전북특별자치도 정읍시,소계,고용률,%,60.71384,60.6508,59.20481,60.2286,34.04934,57.21235,58.61747,60.07506,58.38001,58.71402,60.56978,61.24869,64.51912,64.14603,64.89625,65.78118,65.74126,67.07203,66.65436
전체,전북특별자치도 정읍시,소계,실업률,%,2.1569,0.60392,2.15518,1.28743,1.03533,2.1299,1.78989,0.95288,0.83371,0.8056,0.93556,0.85014,0.88846,0.78085,1.14657,1.16825,1.47341,1.29499,1.98536
전체,전북특별자치도 남원시,소계,15세이상인구,명,69275.5451,69407.18225,69471.36004,69564.77609,69293.26856,69176.26566,68892.73465,68819.05227,68483.64525,68289.56288,67931.96366,67726.75547,67414.44413,67149.46228,66907.97607,66619.33972,66121.14266,65994.89277,65471.01786
전체,전북특별자치도 남원시,소계,경제활동인구,명,43457.6964,45318.35714,44347.50809,43662.174,44023.87754,44729.58612,45167.6177,44857.66611,45375.0721,45922.34206,43271.063,46635.2997,46129.22428,44799.90685,46375.46605,44902.82261,44284.96308,44619.35938,45835.89021
전체,전북특별자치도 남원시,소계,취업자,명,42914.33457,44801.10958,43648.1533,42874.71471,23631.1267,43810.94062,43851.99276,44171.35985,44336.59519,44336.59519,42684.90115,45358.6602,45334.36252,44338.13194,45689.32291,44024.35053,43534.02254,43796.11847,45112.87737
전체,전북특별자치도 남원시,소계,실업자,명,543.36183,517.24756,699.35479,787.45929,302.89182,918.64551,1315.62494,686.30626,1038.47691,1038.47691,586.16185,1276.6395,794.86176,461.77491,686.14314,878.47208,750.94054,823.2409,723.01284
전체,전북특별자치도 남원시,소계,비경제활동인구,명,25817.8487,24088.82511,25123.85195,25902.60209,8895.14909,24446.67954,23725.11695,23961.38616,23108.57315,22367.22082,24660.90066,21091.45577,21285.21985,22349.55544,20532.51002,21716.51711,21836.17958,21375.53339,19635.12764
전체,전북특별자치도 남원시,소계,경제활동참가율,%,62.73166,65.29347,63.83567,62.76477,63.53269,64.66031,65.56224,65.18205,66.2568,67.2465,63.69765,68.85802,68.42632,66.7167,69.31231,67.40208,66.9755,67.61032,70.00944
전체,전북특별자치도 남원시,소계,고용률,%,61.94731,64.54823,62.82899,61.63279,34.10306,63.33233,63.65257,64.18478,64.74041,64.92441,62.83478,66.97303,67.24725,66.02902,68.28681,66.08344,65.83979,66.36289,68.90511
전체,전북특별자치도 남원시,소계,실업률,%,1.25032,1.14136,1.57699,1.80353,0.68802,2.05378,2.91276,1.52996,2.28865,2.26138,1.35463,2.7375,1.72312,1.03075,1.47954,1.95638,1.6957,1.84503,1.57739
전체,전북특별자치도 김제시,소계,15세이상인구,명,74858.33948,74532.00465,74498.82327,73772.27402,73290.62608,73201.19991,72712.46952,72341.36476,71635.38308,71268.74284,70806.57989,70306.65399,69788.69148,69495.15528,69616.56016,70423.90939,71416.36753,71532.33126,71268.26398
전체,전북특별자치도 김제시,소계,경제활동인구,명,48833.02372,48206.14122,47230.34149,47935.42539,47713.00111,44468.79709,44823.05967,43665.38082,44703.6243,44275.53596,44728.84462,44740.62258,44990.75386,45128.32281,46003.01895,46649.524,48882.28306,49424.47798,50018.04116
전체,전북특별자치도 김제시,소계,취업자,명,48116.08406,47681.31864,46594.11702,47362.68165,27116.21472,43602.20528,44129.20104,43175.59015,43889.3145,43889.3145,43905.49801,44294.49295,44084.70029,44815.06427,45209.14705,45760.42229,47421.11059,48580.55275,48943.11128
전체,전북특별자치도 김제시,소계,실업자,명,716.93966,524.82258,636.22447,572.74374,375.59936,866.59181,693.85863,489.79067,814.3098,814.3098,823.34662,446.12963,906.05357,313.25854,793.871894,889.10171,1461.17248,843.92523,1074.92989
전체,전북특별자치도 김제시,소계,비경제활동인구,명,26025.31576,26325.86342,27268.48179,25836.84863,9172.44586,28732.40282,27889.40985,28675.98395,26931.75878,26993.20687,26077.73527,25566.0314,24797.93762,24366.83247,23613.54121,23774.38539,22534.08447,22107.85329,21250.22282
전체,전북특별자치도 김제시,소계,경제활동참가율,%,65.23391,64.67844,63.39743,64.97756,65.1011,60.74873,61.64425,60.36018,62.40439,62.12476,63.17046,63.6364,64.46711,64.93737,66.08057,66.24103,68.44689,69.0939,70.18277
전체,전북특별자치도 김제시,소계,고용률,%,64.27618,63.97429,62.54343,64.2012,36.9982,59.56488,60.69,59.68313,61.26765,61.58284,62.00765,63.00185,63.16883,64.4866,64.94022,64.97853,66.4009,67.91412,68.67448
전체,전북특별자치도 김제시,소계,실업률,%,1.46815,1.0887,1.34707,1.19482,0.78721,1.94876,1.54799,1.12169,1.82157,1.83919,1.84075,0.99715,2.01387,0.69415,1.7257,1.90592,2.98917,1.7075,2.14908
전체,전북특별자치도 완주군,소계,15세이상인구,명,78712.14587,80586.87348,82600.32409,83033.23795,83410.73465,84071.18906,83878.34313,84150.26496,83643.33673,83138.73468,83066.80325,82773.9799,82739.20035,82871.77436,83271.15186,84341.38296,87046.26155,89746.34314,91671.53548
전체,전북특별자치도 완주군,소계,경제활동인구,명,50186.66899,50426.90834,51425.88153,51284.15837,51514.42336,51259.84779,50823.40094,52149.32054,52654.90144,52634.0378,52972.93944,53327.95456,52210.2525,52125.57684,52378.41369,55360.79886,58895.27057,60648.38431,60748.14946
전체,전북특별자치도 완주군,소계,취업자,명,49290.50979,50084.83882,50513.1157,50463.64216,25772.13049,49829.50675,49919.13978,51044.60991,52335.90232,52335.90232,51481.28585,51799.10089,51098.88378,51355.0069,51213.77364,53894.36964,57423.91415,59576.26475,58428.57608
전체,전북특별자치도 완주군,소계,실업자,명,896.1592,342.06952,912.76583,820.51621,451.21534,1430.34104,904.26116,1104.71063,318.99912,318.99912,1491.65359,1528.85367,1111.36872,770.56994,1164.640044,1466.42921,1471.35643,1072.11956,2319.57338
전체,전북특별자치도 완주군,소계,비경제활동인구,명,28525.47688,30159.96513,31174.44256,31749.07958,10093.75272,32811.34127,33054.94219,32000.94442,30988.43529,30504.69688,30093.86381,29446.02534,30528.94785,30746.19752,30892.73818,28980.5841,28150.99098,29097.95883,30923.38602
전체,전북특별자치도 완주군,소계,경제활동참가율,%,63.75975,62.57459,62.25869,61.76341,61.75994,60.97196,60.5918,61.97167,62.9517,63.30868,63.77149,64.42599,63.1022,62.89907,62.90103,65.63895,67.65974,67.57755,66.26719
전체,전북특별자치도 완주군,소계,고용률,%,62.62122,62.15012,61.15365,60.77523,30.89786,59.27061,59.51374,60.65888,62.57032,62.95008,61.97576,62.57897,61.75898,61.96924,61.50242,63.90027,65.96942,66.38294,63.73688
전체,전북특별자치도 완주군,소계,실업률,%,1.78565,0.67835,1.77492,1.59994,0.8759,2.79037,1.77922,2.11836,0.60583,0.60607,2.81588,2.86689,2.12864,1.4783,2.22351,2.64886,2.49826,1.76776,3.81834
전체,전북특별자치도 진안군,소계,15세이상인구,명,20481.36535,20368.27574,20337.18016,20420.22965,20453.07148,20560.0901,20726.49864,20676.55059,20561.38215,20411.83096,20371.91997,20220.59722,20154.17297,20036.42613,20145.0214,20128.264,20076.29502,20254.83425,19981.42274
전체,전북특별자치도 진안군,소계,경제활동인구,명,14689.34864,14710.71073,14323.22212,14615.49876,14710.00909,14467.0664,14872.43854,14698.77912,14539.45955,14735.55777,14456.29117,14951.97632,14445.90356,14526.20934,14649.23046,15003.00451,14876.70636,15198.3309,15062.49351
전체,전북특별자치도 진안군,소계,취업자,명,14670.83587,14634.10438,14144.30329,14497.87131,7665.22107,14385.33871,14795.74355,14511.85193,14403.57093,14403.57093,14439.8193,14935.53572,14393.35582,14463.09425,14620.28209,14959.5641,14812.86382,15103.79623,14978.0389
전체,전북특별자치도 진안군,소계,실업자,명,18.51277,76.60635,178.91883,117.62745,156.61929,81.72769,76.69498,186.92719,135.88862,135.88862,16.47187,16.4406,52.54773,63.11509,28.94837,43.44041,63.84254,94.53467,84.45461
전체,전북특별자치도 진안군,소계,비경제활동인구,명,5792.01672,5657.56501,6013.95804,5804.73089,1905.13611,6093.0237,5854.06011,5977.77147,6021.9226,5676.27319,5915.6288,5268.62091,5708.26941,5510.21679,5495.790942,5125.25949,5199.58866,5056.50335,4918.92922
전체,전북특별자치도 진안군,소계,경제활동참가율,%,71.72055,72.22364,70.42875,71.57363,71.92078,70.3648,71.75567,71.08913,70.71246,72.19126,70.96185,73.94429,71.67699,72.499,72.71886,74.537,74.10086,75.03557,75.38249
전체,전북특별자치도 진안군,소계,고용률,%,71.63017,71.84754,69.54899,70.99759,37.47711,69.96729,71.38564,70.18507,70.05157,70.56482,70.88099,73.86298,71.41626,72.184,72.57516,74.32118,73.78286,74.56885,74.95982
전체,전북특별자치도 진안군,소계,실업률,%,0.12603,0.52075,1.24915,0.80481,1.06471,0.56492,0.51569,1.27172,0.93462,0.92218,0.11394,0.10996,0.36376,0.43449,0.19761,0.28954,0.42914,0.62201,0.56069
전체,전북특별자치도 무주군,소계,15세이상인구,명,20670.69909,20698.66744,20735.05821,20598.96729,20557.36744,20589.57797,20477.76014,20399.15702,20325.33129,20242.0682,20142.52272,20021.9295,20036.42757,19918.96708,20028.74476,20153.65892,19923.64183,20237.47309,19808.74729
전체,전북특별자치도 무주군,소계,경제활동인구,명,14973.00092,14926.81382,14802.24822,14366.14242,14779.14374,14268.10109,14446.8139,14818.59837,14924.81504,14971.07617,14857.0104,14758.4698,15014.05084,14979.52951,14940.60485,15146.53832,14997.67958,15467.27825,14876.81211
전체,전북특별자치도 무주군,소계,취업자,명,14688.2824,14776.6927,14650.9664,14193.66921,7723.46148,14180.99868,14356.95311,14704.44572,14849.17437,14849.17437,14832.9059,14641.71197,14882.40704,14820.80672,14857.46839,15053.54444,14785.15082,15447.872,14818.49415
전체,전북특별자치도 무주군,소계,실업자,명,284.71852,150.12112,151.28182,172.4732,40.34614,87.10241,89.86079,114.15266,75.64067,75.64067,24.1045,116.75783,131.6438,158.72279,83.136456,92.99388,212.52877,19.40625,58.31796
전체,전북특별자치도 무주군,소계,비경제활동인구,명,5697.69817,5771.85363,5932.81,6232.82487,1983.29183,6321.47687,6030.94624,5580.55864,5400.51625,5270.99203,5285.51232,5263.45971,5022.37672,4939.43757,5088.139918,5007.1206,4925.96225,4770.19484,4931.93518
전체,전북특별자치도 무주군,소계,경제활동참가율,%,72.43587,72.11485,71.38754,69.74205,71.8922,69.29769,70.5488,72.64319,73.42963,73.96021,73.75943,73.71153,74.93377,75.20234,74.59581,75.15528,75.27579,76.4289,75.10224
